merchant_name,status,nooftransactions
99* POP 04Ago 01h59min,rejected,1
POLICE DEPARTMENT,completed,1
PAO DE ACUCAR LJ 1242-,completed,2
EC*LOGOTIPO,completed,2
TOP 20,completed,2
MIA AND MI,rejected,1
Facebook AB4TVQE552,rejected,1
ZAM ZAM IKE,completed,2
ANDERSON BARBOSA DA SI,completed,2
PANIFICADORA CAMPINENS,completed,2
C I A MODAS FUENGIROL,completed,1
Petshopmalta,completed,1
Uno-X Eurosenteret 064,completed,1
99* POP 30Ago 05h51min,rejected,1
DAYSE MUNIS DE CARVALH,completed,2
THE BLUE CAFE,rejected,2
JIMMY BERRY COMERCIO D,completed,2
INVENTURE RESTAURANTES,completed,2
ifood       *IFOOD,rejected,26
AMZN Digital,rejected,7
Amazon.co.uk,completed,15
MAMMAMIA PARK,completed,2
SOLUCAO FARMA,canceled,2
DOCE BALANCO,rejected,6
WELLOW STORES,rejected,1
SUPERCOR TORREQUEBRADA,completed,4
COLISEU RESTAURANTE,completed,2
E FOOD GR,completed,2
BABETA SANDUBARIA,completed,2
ABASTECEDORA TRES AMIG,completed,2
CLICKANDBOAT.COM,canceled,1
PURA TAPA,completed,2
SNIPES SANTANDER MALIANO,completed,1
BECK SIDE BAR AND RESTAUR,completed,1
RAKUTEN.TV,rejected,2
SEU LENHA,completed,2
THE BEERS,completed,1
MARKS   SPENCER,rejected,1
"GASOILS CRUELLA, S.L.",completed,1
FERRETERIA HERMANOS VAL,completed,1
POSTO SANTO ANTONIO,completed,2
Anaflaviadasilvac,completed,2
BAR CA SA YEYA,completed,1
VTL BARBOSA DOG LTDA M,completed,2
JoaoMotaCardoso,completed,2
PICPAY*VX7*RECARGACEL,completed,2
TAXI N22,completed,1
POSTO MIME FILIAL 37,completed,14
17,completed,7
SUPERMERCADO FAE,completed,4
ANTONIO DE JESUS VERDE,completed,2
DROGARIA KOBAYASHI,rejected,2
AVENIDA ENGENHEIRO GEO,completed,12
RUA MARQ. MONTE SANTO,completed,76
AVENIDA JOAQUIM NABUCO,completed,2
ISABELLA MENORCA,completed,1
HAVAN LOJAS DEPTOS,completed,14
PAGO*PIZZA PRIME I,completed,2
F C K AUTO CENTER,completed,2
LOJAS AMERICANAS  364,completed,2
MERCPAGO*RECARGACEL,completed,4
MERCPAGO    *LOVEVEGA,completed,2
Revolut**4684*,completed,1
MONETIZZE   *Mtodo,completed,4
SUPER MAXI,completed,2
PAYPAL,completed,6
ORIGINAL FACTORY SHOP,completed,1
ISLAMABAD HALAL MEATS,completed,1
PAYPAL *NETFLIX COM,canceled,3
ASADOR SAN TELMO,completed,1
BIG EASY COVENT GARDEN,completed,1
AMAZON.COM AMZN.COM/BI,completed,2
MACXIPA MADRAZO,completed,1
ESTAPAR HOSP I PENTEAD,completed,2
TESCO STORES 6256,completed,1
MINI MERCADO OCEANICO,completed,2
AttosDeSouzaLima,completed,2
Portal Interactiv SL,completed,1
MUEBLES REY JEREZ,completed,1
DROGARIA CARREFOUR-IMI,completed,2
VICTOR HUGO,completed,2
LA SERNA TRIVINO,completed,1
DECATHLON GUADALMAR,completed,1
00492363,completed,1
WWW.PAPPACICCIA.COM,rejected,1
PIZZARIA DIMARE,completed,2
SUSANA J MARCZINSKI,completed,2
RAIA 1732,completed,2
SALGADOS JERRY CIA,rejected,1
PANVIDA PF,completed,2
PG*ClubedeAss,rejected,5
PAGOTARIA VANILIA SOKOLA,completed,5
AMZNMktplace,rejected,7
RASCAL,completed,4
AROMA-ZONE.COM,completed,1
RAPPI*VER BRASIL INTER,completed,10
JOELSON SOUSA ARAUJO,completed,2
POSTO AGRICOPEL LTDA,rejected,1
CLINICA PANAMERICANA O,completed,2
RECARGA*PAGSEGURO I,rejected,1
POSTO PTB,completed,2
MONS CALPE,completed,1
PAYPAL *GOOGLE GOOGLE S,rejected,1
AKDENIZ INTERNATIONAL SUP,completed,2
PANVEL FILIAL 366,completed,2
LUIDGI SPECCIALE,completed,2
AGRO FR COM FR LEGUM,completed,2
STEAMGAMES.COM 4259522985,completed,2
MARIA DE FATIMA  ALMEI,completed,2
LEVE CAFEINA MICRO TOR,completed,2
VILA FARMA,completed,2
CONFEITARIA JAUENSE,completed,2
GildoDeJesusSilva,completed,2
TATA SIA AIRLINES LIMI,rejected,1
99* POP 31Ago 23h21min,rejected,1
NICE EXPERIENCE SLU,completed,1
CHAPADA PAULISTA,completed,2
CSAS,completed,1
PIZZA HUT,completed,3
W M MORRISONS,completed,10
DROGASIL 1296,completed,2
TE43636,rejected,1
BRAVA FULL DELIVERY,completed,2
EUROBANK GR,rejected,2
MOTEL VENEZA,completed,4
IT GOURMET,completed,2
PAO DE ACUCAR,rejected,2
CLIMAGRUP,completed,2
Kellyrechdasilva,rejected,3
VITORSANTOSRIBEIR,rejected,1
EXPEROS,pending,2
CHOCOLATE LAGO NEGRO,completed,4
1PAY.LU     *557847983,rejected,1
PADARIA E CONF.MONT AL,completed,2
FARMACIAS PAGUE MENOS,completed,6
HP *Furniture seller,completed,1
PUTNEY PHARMACY,canceled,2
SQUARE BOUTIQUE,completed,1
99* POP 12Set 06h11min,rejected,1
SQUARE ROOT_ROOF,rejected,1
MERCPAGO    *ACAI2MS,completed,2
S.O.S MESSEJANA,completed,2
SUPERMERCADO COMETA,completed,8
SHELL TANKSTELLE,completed,1
WIDDICOMBE LIMITED,completed,1
ARTEDEVIVER,rejected,1
MEGAIMAGE 0220 PTA GEMENI,completed,1
NISA LOCAL GIDEA PARK,rejected,1
INDIEGOGO* NGRAVE,completed,1
REI DO MATE,completed,2
PAYPAL      *HOTMART,completed,2
COINBASE 6R5JLQVZZ,rejected,1
NowTV ROI 19734,rejected,1
VILA 5 BAR,rejected,1
SumUp  *Dr Juice Solo Lim,completed,1
ESTRADA DOS BANDEIRANT,completed,2
CO OP GROUP FOOD,completed,1
Google YouTubePremium,completed,19
PG          *JamesDeli,completed,6
PRACA DOUTOR WALDIR DA,completed,6
nacumbuca,completed,2
LIDL MALL-ALCUDIA,completed,1
NN BEBIDAS,completed,10
NOVA PAN PANIF.,completed,2
AV. DAS AMERICAS,completed,6
BANCO SANTANDER,canceled,1
ALL DAY PLUS SUPERMRKE,completed,1
AVENIDA PRESIDENTE TAN,rejected,2
CARREFOUR 23 SOR SOROC,completed,2
COMPRA FACIL SUPERMERC,rejected,1
REI DA CALABRESA,completed,2
SUMUP  *CANTINAFITNESS,canceled,2
CARDOSO FUJII,completed,2
GARDENIA CALCADOS,completed,2
MARAVILA COMERCIO DE A,completed,2
CONVENIENCIA GRAMADAO,completed,2
LINKEDIN-606*9969664,rejected,1
CENTER AUTO POSTO,completed,2
JMP S.A. BIEDRONKA 5158,completed,1
The Body Shop,completed,1
SEVES POSTO DE SERVICO,completed,2
ZP     *DONATIONBR,completed,2
EDIVANE VIANA DE OLIVE,rejected,1
PADARIA TULIPAS,completed,2
ReynaldoGomesKraf,completed,2
MAX CENTER,completed,2
SUPERMARKET TORREGUADIARO,completed,2
MMVARIEDADES,completed,2
MALANDRINO,canceled,1
STARBUCKS CC.MIRAMAR,completed,2
Glovo GLOVO MLC3SEHR,completed,1
KAUBAMAJA APTEEK,completed,1
FILIAL 21 GARIBALDI,rejected,2
GOOGLE *TEMPORARY HOLD,canceled,50
GOOGLE *GSUITE_waresou,completed,4
PONTO MIX,completed,4
CNS COMBUSTIVEIS E DER,completed,8
Facebook ZAZEUQN552,completed,1
POKE LUAU,completed,2
Google Starz,rejected,60
CARTAO DE TO*CTN,completed,6
POSTO VIA TORRES,completed,2
Bittrex INT,completed,6
CEREAIS E CIA,completed,2
PICPAY *MY5 RICARDOAB,rejected,1
TAHE PRODUCTOS COSMETICOS,rejected,1
RESTAURANTE MAKALU,completed,1
MCDONALD S,completed,2
GIASSI SUPERMERCADOS,completed,10
FRIDAY S REST,completed,1
MERCEARIA NOVA CIDADE,completed,2
TE46596,completed,1
ALIMENTACION GEOVANNA,rejected,1
PANIFICADORA CAMILO,completed,4
AVENIDA AMADOR BUENO D,completed,2
LEITERIA NEVADA LTDA,completed,6
Star Bar,completed,3
PW SUL BR LTDA ME,completed,2
AVENIDA DEPUTADO BENED,completed,2
Hackescher Hof Restaurant,completed,1
BLUME 3000 ZUG GMBH,completed,1
E VINO      *BR2020474,completed,2
99* POP 26Mai 23h26min,completed,2
FARMACIA ANG LJ 111,completed,4
PHAM+THI THAO,completed,1
1000TINHO,completed,2
ECO POSTO BANDEIRANTES,completed,2
FLORICULT CANTINHO 3,completed,2
HAPPY HOUSE,rejected,1
CLINICA SAN ANTON,completed,2
FARMACIA ANG LJ 113,completed,2
RUA MARIA ANTONIETA BU,completed,2
AUTO POSTO VITRINE LTD,completed,2
STRAIGHT SIX LIMITED,completed,1
CasaraoDoEdil,completed,2
RECVIVO     *119340410,rejected,2
MesConvenienciaE,completed,2
BAR LA LUNA MENGUANTE,completed,2
CLAIRENS 8148,completed,1
CERVECERIA BARANDA 22,completed,2
NOTARIA MIGUEL ANGEL,completed,1
RSI INTERNATIONAL,rejected,4
SIMPLY FRESH,completed,4
Google CryptoCompany,completed,2
BrunoSouzaFarias,rejected,1
M9 ARTIGOS DO VESTUARI,completed,2
DING   *62123671,completed,1
PAYPAL *MICROSOFT XBOX,rejected,3
DIN TAI FUNG,completed,1
DELIVEROO.ES,completed,1
SUPER MERCADO BOA,completed,2
EDILSON SILVA DE SOUZA,completed,2
PetshopItupeva,completed,2
O F DE AZEVEDO EIRELI,completed,2
RAPPI - WHOLESALE,completed,2
CONECTCAR,completed,2
PAO DOURADO,completed,4
COM TEMPA,canceled,4
FERRETERIA COMELLA SA,completed,2
SORVETERIA CREMOSO,completed,4
SELFRIDGES.COM,completed,1
AUTO POSTO JC,completed,4
LVInformatica,completed,2
PICPAY *ZF1 EDNEISILV,rejected,1
GOOGLE  Google Store,rejected,1
SUPERMERCADO PARANA,completed,2
FELLINI ROTISSERIA,completed,2
VIVENDA DO CAMARAO,completed,2
IKEA ATHENS,completed,2
SUPERMERCADO RIBEIRO,completed,8
TfL Travel Charge,completed,6
MADEIRAS GUEDES GANDOL,rejected,1
PADARIA DO PAULINHO,completed,58
AMAZON.CO.UK AMAZON.CO,rejected,1
POSTO GIRO,completed,4
ANG SUPER LJ 14,completed,22
A.MA.RE. SRLS,rejected,1
CHIRINGO FUENTE DEL GALLO,completed,1
THE KINGS ARMS,completed,2
PAYPAL *GENOMELINK,completed,1
FOLHAS E FRUTOS,completed,12
VITOR AMARAL DE ALMEID,completed,2
CAJA RURAL PROV,completed,1
CARREFOUR ELCHE,completed,2
LA FONDA PAISA,completed,1
C A Online GmbH,completed,1
KOTSOVOLOS,canceled,1
ERNEST,completed,2
DrogameloMais,completed,2
LEROY MERLIN TORREVIEJA,completed,1
PLOUGH INN,completed,1
SUPERMERCADO COPAGRIL,completed,2
CHURRAS NOSSO RANCHO,completed,2
99* POP 17Fev 16h45min,completed,2
MA FASHION,completed,2
AliExpress.com,completed,1
A K MUSIC GROUP IKE,completed,2
AMZN MKTP ES AMAZON.ES,rejected,5
LOJA PAVANI,completed,6
B.B.V.A.,rejected,7
SUMUP  *ARMARINHOPOPUL,completed,2
PARADOURO 410,completed,4
GRAN PALLADIUM PALACE IBI,completed,1
Spotify P124A88D37,completed,1
AV DA AMIZADE,completed,4
MEGA AUTO PECAS,completed,2
ZICOLINO PIZZARIA E RE,completed,8
CCS TV A CABO BALNEARI,completed,2
AMERICAN EXPRESS,completed,1
HAPPY HOUSE,completed,2
TAXI ESTACIONAL 83,completed,1
DELIVERYCENTE,completed,4
MALAOS S.C.,completed,1
Julchen Hoppe,completed,1
PICK   SAVE,completed,1
JoseSantos,completed,10
00495254,rejected,1
MERCPAGO*LINHASVERACR,rejected,1
COSTELAO MANOEL JULIAO,rejected,1
HELADERIA SOLO QUI,completed,1
MIELE MOTO SHOP,completed,1
ALL DAY MNI MART 4,completed,1
IMPERIO DAS BEBIDAS,completed,2
PAYPAL *LOPEZTRIGOR,completed,1
MERCADO MDV,completed,2
PICPAY      *ZM1 PGTOC,completed,2
EDINEIA APARECIDA GELI,completed,2
FARMAVIDA PACAEMBU,completed,2
ESQUINAO DA PIZZA,completed,2
DL          *370281261,rejected,1
DRCONSU*Dr Consulta,completed,3
BOI FILE,completed,4
MEGA IMAGE 0509 PIAT,rejected,3
E.S. MOVIL S.A.,completed,2
Amazon Prime,rejected,48
TWENTYSIX,completed,1
KANAAN PURA VIDA,completed,2
COOP 13 CARIJOS,rejected,5
CAIS DO RECIFE PARTICI,completed,2
Kiehls DE,completed,1
RUA JAVARI,completed,6
CONVEN POSTO TABAPUA,completed,4
FELLINI,completed,1
SABOR COMPLETO REST  D,canceled,2
EXPLOTACIONES IMPALA,completed,1
REST VELHO RANCHO,completed,2
CINEMAIS CINEMAS LTDA,completed,2
CAIXA D ENGINYE,rejected,1
natural FRUITS,completed,1
SAN GENNARO,completed,2
ST JAMES HOSPITAL SL,completed,1
LUVIT,completed,2
CROWN WOOD LONDIS,completed,1
R. DELMIRO GOUVEIA,completed,2
Gap White City,completed,1
SP * OMAZE,canceled,1
CAPTAIN CORVUS OY,completed,1
PAYPAL *EPICINTERNA,completed,1
Delikatesy Plac Niemena,rejected,1
AGROMEDEIROS VR,completed,2
ESK FERCA,completed,2
SACOLAO CORIOLANO LTDA,completed,2
CAMPOS DE MORAIS COMBU,completed,6
MERCPAGO*LEOSHOP,rejected,1
ATELIE DA CARNE,completed,2
IMAGINARIUM RIO BRAN,rejected,7
CARREFOUR EXPRESS-DAVI,completed,6
MAYKA SNEAKERS ZENIA,completed,1
FREE LINE HAIRDRESSING,completed,1
PUSSIT.NET,rejected,4
AGROPECUARIA COSTA,completed,8
WWW.NPOWER.COM,completed,2
DROGARIA CARREFOUR - B,completed,2
AUTO POSTO KINKAS LDTA,completed,2
Revolut**1222*,completed,1
EROSKI ALBUFERA DE ALCUDI,completed,1
MAT CON SAO JOAO,completed,2
MARCELA MANGELA MOREIR,completed,2
POSTO SUPER CHECK IN L,rejected,1
CINEPOLIS IGUATEMI JK,completed,4
C C MORUMBI,completed,2
PG          *JusBrasil,rejected,2
AVENIDA DAS NACOES UNI,completed,2
RECARGAPAY OI,rejected,1
WWW.CREATIONCF.COM,completed,2
BATISTAS FAST FOOD EIR,completed,2
MatheusRechDa,completed,2
MERCEARIA NETTO,completed,4
MERCPAGO    *PET,rejected,1
POSTO ILHA BELA,completed,2
HOSTAL CAN RAFALET,completed,1
FIATC MUTUA DE SEGUROS Y,rejected,1
FIVE GUYS COVENT GARDE,completed,1
SALTIMBOCCA,completed,1
HOTEL MELIA SOLYNIEVE,completed,2
MERCPAGO    *LOTERIAS,completed,38
Leonildasilva,completed,2
MERCADO MANCEBO,completed,4
BAR DO HARRY,completed,2
SONIAJOIAS,completed,2
PAYPAL *NELSONLEAL1,canceled,4
PAYPAL *RAKUTEN,completed,3
TIGER,completed,2
RUA PEDRO ADAMS FILHO,canceled,16
DIOR MIAMI WOMEN,completed,3
SABOR COMPLETO REST  D,completed,2
MERCPAGO*VILLAIMPORTS,completed,2
AIRBNB * HM2W944J43,completed,1
TAVERNA D EN SIDORO SLU,completed,6
PAYPAL *ASOSCOMLTD,canceled,7
Rock Hotel  - HOTEL,completed,2
RINITA,completed,1
CAR PARK ESTACIONAMEN,completed,2
KFC BRAINTREE,completed,1
CEDIPSA 33388-1 E.S. CUAT,completed,2
HYPERMAT CHARLOTTENBER,completed,1
HUGO LANCHES,completed,2
ANDRE LUIZ FERREIRA ON,completed,2
DRI*Crucial,completed,1
JessicaMacedoDe,rejected,1
MC DONALDS TAQUARA 2,completed,2
PAYPAL *YFOOD LABS,completed,1
Ding 63007798,completed,1
99* POP 24Set 02h03min,rejected,1
Ame dig*AME Digital,rejected,1
RESTAURANTE LAS GONDOL,completed,1
KINGS BASTION LEISURE,completed,4
MC DONALDS CCB,completed,2
ROD MARECHAL RONDON,completed,2
A1223903,completed,1
POLLO CAMPERO,completed,3
NICE EXPERIENCE,completed,2
PAYPAL *TELEGRAPHME,rejected,2
TOP CELULAR,completed,2
SantaBarbara,completed,2
TESCO STORES 5106,completed,2
DISTRIB RIBEIRO,completed,2
HERON FOODS LTD,completed,1
POSTO ITAIPAVA LTDA,completed,2
EXTRA CHURRASCARIA,completed,17
DELLIPANI DELICATESSEN,completed,4
PAYPAL *MMOPS,completed,2
GENO MOTOS,completed,2
EC *PGTODECONTAS,rejected,1
ESTRADA ITAPICURU,canceled,2
Resy,canceled,1
IZ *Chango Empanadas,pending,1
SQ *BERGEN BEACH CAFE,completed,1
MAD GUEDES GANDOLFI,rejected,1
PAYPAL *USM GMBH,completed,2
Anaflaviadasilvac,rejected,1
XYDEAS,completed,1
CEDIPSA 05567-1 MOIA,completed,1
DECIMA HORA,completed,2
ABASTECEDORA DE COMBUS,completed,2
MIXE CHIC DESIGN,completed,1
EL CORTE INGLES PINTOR SO,completed,1
Remix,completed,2
LUCAS SUPERMERCADO,completed,2
"VENTA LA BUTIBAMBA, S.L.",completed,1
MERCADO SALES,completed,2
ANVEL COMERCIO DE ARTI,completed,2
BRAULIO GOMES COM PROD,completed,2
BURGER KING CAMPINAS B,completed,4
EXPENDEDURIA PALMA 30,completed,1
S J SUPERMERCADOS 06,completed,4
Shell orwell,rejected,2
SUPER MARKETING,completed,8
Facebook EFKGWSEGU2,rejected,1
CAJA DE AH.Y PE,completed,11
ROD MARIO COVAS,completed,6
PELLEGRINI CAFE BAR,completed,4
RESTAURANTE EL REFUGIO,completed,2
ALDI HORTALEZA,completed,1
TFL TRAVEL CH,completed,5
PAYPAL *NETFLIX.COM,completed,7
J D SANTOS RESTAURANTE,completed,2
KOPENHAGEN,completed,6
RINSO LANCHES,completed,2
DELIVERY KING S COM DE,completed,4
E.S. LA MATA,completed,7
ZORBAS MAKARIOU LARNA/EP,completed,2
Wolt Malta Limited,completed,2
PRET A MANGER,completed,2
AUTO POSTO SANTANA DE,completed,2
AQUAZZURA,completed,2
GISELE DE LIMA HORTIFR,completed,2
SPANI  ATACDISTA,completed,2
DING   *57876442,completed,1
CAL XORIGUER,completed,2
GamaInvest,rejected,1
MDI COMERCIO ALIMENTIC,completed,2
JP PESCADOS,completed,2
STUDIO Z,completed,2
TODDINGTON S/B,completed,1
NESPRESSO BOUTIQUE MALAGA,completed,1
AREATEC - TECNOLOGIA E,completed,10
AUTOPISTA GUADALMEDINA,completed,2
CardtronicsUK,completed,16
LYLLA PARK,completed,4
WATERSTONES,completed,1
PAYPAL *4029357733,completed,9
HORTIFRUTI BIENAL,completed,2
RUA CLODOMIRO AMAZONAS,completed,4
TESCO STORES 2326,completed,1
CHIP ISTP TESTING,canceled,30
DOTERRA,rejected,3
"DROGERIE RABEK, S.R.O. -",completed,1
WEB5Z61,completed,4
VSG SUPERMERCADO LTDA,completed,2
Facebook AHA74RJ552,completed,1
JOSE TORRES PLANELLS,completed,1
CHIRINGUITO AGUAMARINA,completed,1
DVLAPERSONALISEDRE,completed,1
OFICINA DAS PIZZAS,completed,4
FARMACIA E.V. GRANERO,completed,1
TAKUMI CULINARIA JAPON,rejected,1
BANKIA      722,canceled,2
FARMACIA CORVALES,completed,1
GRANDE PARADA SUL COME,completed,2
SACOLAO LISBOA,completed,2
BAZAR JOAO,completed,2
LinxPay*CONVENIENCIA M,completed,2
ANDERSON BARBOSA DA SI,rejected,1
E.S. SAN JOSE,completed,1
POSTO VILA DE CAXIAS,completed,4
21032560,completed,2
ICENTRE,completed,1
ESTAPAR SHOP DOWNTOWN,completed,2
Google YouTube Super,completed,28
FARMACIA CRISEN FARM,rejected,2
RESTAURANTE TRADICAO,completed,14
DROGASIL 2417,completed,2
99* POP 21Set 22h05min,rejected,1
K CITYMARKET ESPOO ISO,completed,9
PAYPAL *KLUGESOEREN,completed,1
120387220,completed,4
TELEINFO 2000,completed,2
BUD COMERCIO DE ELETRO,completed,2
PAYPAL *WEX PHOTO,completed,2
CRISTINA CARRIO,rejected,1
LA PLAGE CASANIS MARBELLA,completed,1
PULO DO GATO,completed,2
AUTO PECAS SIMOES,completed,2
SAPOUNTZISGEORGIOS,completed,1
STELO*Giga,completed,2
SHITAL  AMIN,completed,1
SARA ROCHA LIMA MACIEL,completed,6
ESTILO JOVEM,completed,2
MUNDO DOCE,completed,2
CORNISH DELIGHTS,completed,1
POSTO AVENIDA SHOP,completed,2
P NUMANCIA,completed,2
GIOVANNI BARBOSA PILAN,completed,2
TRUQUES DA VOVO,completed,2
TESCO STORE 2814,completed,2
SUMUP  *QUEZIADAMAZIOD,completed,5
AmazonPrimeBR,rejected,184
LAZBATH LIMITED,completed,4
REDE TOP SUPERMERCADOS,rejected,6
TORRES PIZZARIA,completed,2
SZAMOS CSOKOLADE (EUR),completed,1
WORLD OF GOLF,completed,1
BIDU CONVENIENCIA,rejected,1
MERCPAGO    *MERCADOB,completed,2
NETFLIX.COM,canceled,3
UNICAJA,completed,1
PAYPAL *APPLE.COM/BILL,completed,1
APOLLO GRILL,completed,2
E.S SON OMS,rejected,1
RUA SAO JOAO BATISTA,completed,2
REVO*LuciaGerocova,rejected,1
SUPERCAMPOS,completed,2
ALCAMPO TOLEDO,completed,1
ROYAL MAIL REDIRECTION,completed,1
000000995,completed,1
ComercialMonte,rejected,1
HIPERMERCADO BIG 004,completed,4
DL          *926138135,rejected,1
MERCPAGO*UNIKY,rejected,1
99* POP 20Jul 13h57min,rejected,1
INOVACAO CS & CONST.,completed,2
BOOKWORLD,completed,2
BOLT.EU /O/2011191018,completed,1
POSTO PETROBRAS BANC.,rejected,1
CARREFOUR EXPRESS H43,completed,1
"BP Service Grand,Saconnex",completed,1
MERCPAGO,rejected,1
PAD E CONF FAJARDO,completed,2
BELLACOMPRA - JARDIM E,completed,22
EXTRAFARMA RUA CORIOLA,completed,14
GABRIELA FERREIRA BORG,rejected,1
UberBR Uber,rejected,33
REWE Markt GmbH-Zw,completed,6
GOURMET CHINO KING LUNG C,completed,1
OBRAMAX ATACADO DE CON,completed,10
99* TAXI 22Abr 20h10mi,completed,2
UNITED COLORS OF BENETTON,completed,1
CARNISSERIA NURIA,rejected,1
SCREWFIX DIRECT,rejected,1
LSBebidas,completed,2
0067-CONSUM ELX A.MORA,completed,1
COOP TANKSTELLE,completed,1
DO23Y61,completed,1
TREVO AUTO POSTO,completed,2
DI PAULO,rejected,1
VESELA CAJOVNA,completed,1
REI DO FRIO,completed,2
NKM ENERGIA ZRT,completed,1
WWW.DECATHLON.PT,completed,1
DE PAULA CALDOS,rejected,2
N526451,completed,2
BRUNO TAMIETTI,completed,2
DROGARIA SAO PAULO,completed,6
FARMACIA BONNIN,rejected,2
BAR LESPERANCA,completed,7
LOTE 02 QD 206 PRACA T,completed,6
RUA CALMON SN,completed,4
PPRO*Adobe,rejected,2
FARMACIA PUERTO BANUS,completed,2
VILLA ACAI,completed,2
LOreal,rejected,1
RAQUEL BARROSO MOTA,completed,4
PAYPAL *LONDONCAMER,completed,1
PAYPAL *OEZTUERKBUR,completed,1
PIN*ADEGA TORRES,completed,2
The Forest Home,completed,1
Marciodivinoflord,rejected,2
LIGHT HOUSE,completed,1
ARRANJOS EXPRESS,completed,2
TEMBUI RESTAURANTE,completed,2
SUPERMERCADO ORIENTAL,rejected,3
HAVAIANAS MORRO DA URC,completed,1
TE48576,completed,1
Blizzard Entertainment Bl,completed,1
TE32576,completed,1
FILIAL 29 GRAMADO CENT,completed,2
AUTO P M MONTEIRO,completed,2
SUMUP  *CASADOCELULAR,completed,2
99* POP 07Jun 15h21min,completed,2
COLCHESTER SF CONNECT,completed,1
SUPERMERCADOS IMPERATR,completed,2
raphababy,completed,2
99* POP 11Jul 20h43min,rejected,1
MariaDeFatimaDa,completed,3
WHISK CRITORIO,completed,22
LEWISHAM,rejected,1
UBR* PENDING.UBER.COM,completed,5
POSTO MORUMBI DE ATIBA,completed,4
STELO S A*LARI,rejected,2
ATAC E A SERV ESPERANC,completed,2
FRIDAYS KIFISSIA AE,completed,1
PAYPAL *ASOSCOMLTD,completed,3
SUMUP  *OUTLET_PINEDA,rejected,2
PAYPALEUROP,completed,1
ONLY SUGAR,completed,1
PizzariaLorena,completed,2
BROOK HOUSE,rejected,1
LOTERIES DE CATALUNYA,rejected,3
EAT LTD,completed,2
PAGO*FRANCARNES,rejected,1
HOSPITAL SANTA CRUZ,completed,10
SODIE DOCES   DIADEMA,completed,2
99* POP 21Set 21h57min,rejected,1
UNI CASA PRESENTES E D,completed,2
MULTIGEST FUTURO SL,completed,1
TENDA ATACADO,completed,2
CATHEDRAL FABRICA BAR,completed,2
FRANCISCO O LOPES,completed,2
Levi Strauss de Espana SA,completed,1
Google HBO DIGITAL,completed,2
LATICINIOS GUAREI LTDA,completed,2
Davidsonmr,rejected,1
PADARIA CONFEITARIA,canceled,2
99 TECNOLOGI*703687596,rejected,1
IPSERV,completed,1
Facebook AN6M2TAHU2,rejected,1
CONECTCAR,rejected,2
ROSA ESTER AUTO POSTO,completed,2
NOVO MUNDO,rejected,2
AREAS,completed,1
SUPERMERCAT XINES,completed,1
PORTENOS CARNES SELECTAS,completed,1
COINBASE 4SV5,rejected,1
WORKSHOP COFFEE,completed,2
STARBUCKS,completed,5
MEGA PRICE,rejected,1
GU CONVENIENCIA E LAVA,canceled,4
ALEXANDRE DE SOUZA FER,completed,2
RTE. PASEO DEL AGUA S L,completed,3
Amazon Prime,completed,6
SHOPPING CATUAI MARING,rejected,1
MONETIZZE   *85760,rejected,1
99* TAXI 02Mar 18h29mi,completed,2
POSTO SETE ESTRELAS,completed,9
BELLO PANE,completed,4
VIRTUS COM DE ALIMENTO,completed,6
REDE LEVE PIZZA,completed,2
SUPER FACIL P. P.,completed,2
SHAMA MARCIA,rejected,1
MERCADO PARAISO,completed,4
macmorro,completed,2
AVENIDA DOS FLAMBOYANT,completed,2
LIDL BATALHA,completed,6
JUICE HOUSE,completed,4
DANIELA FERREIRA DE OL,completed,4
ELYON,completed,2
WIZZ AIR HUNGARY KFT NOK,completed,1
LONDON  PUTNEY,canceled,1
GoFndMe* Air lifted MX to,completed,1
LA DESPENSA FAMILIAR,pending,1
PICPAY      *WY6 PGTOC,completed,2
CENTER ATLANTICA,completed,2
FARMA CONDE,completed,2
AndersonCavalcant,completed,2
LEROY MERLIN JAFET,completed,2
PREMIERE ANIMAL CENTER,completed,2
PECADO DA GULA,completed,2
POSTO ATLANTIDA,completed,2
GALERIA DOS PAES,completed,2
TCHIBO SHOP,completed,1
MERCPAGO*AGUIADOURADA,rejected,1
MERCPAGO    *BARRACA8,completed,2
EST.AVDA.RAMON CARRANZA,completed,2
Semiaridogas,completed,2
MERCPAGO    *THIAGOLU,completed,2
Airmalta,completed,1
BIDU CONVENIENCIA,completed,8
1620000001,completed,3
ILIAD,canceled,1
PAYPAL *SURGITECUKL EBA,completed,1
Google YouTube Videos,rejected,2
V PARQUE ESTACIONAMENT,completed,2
BARON CAR HIRE   CAB,completed,4
POSTO TUCHA,completed,2
BAHNHOFKIOSK PERRONUNTERF,rejected,1
RESTAURANTE GOSTIN MIN,completed,2
WEST PHARMACY,completed,1
GRANIER BALMES,completed,2
AGROPECUARIA MARQUES,rejected,1
MINIMERCADOS PEROLA,rejected,3
FLEXJOBS.COM,completed,1
COXINHA SHOW,completed,2
MERCADINHO ABRAME,completed,2
PASSAPORTI E CARTE ID.,completed,1
DELIVERY ZS,completed,2
10070024,rejected,3
SUPERMERCADO SUPER CAS,rejected,1
STILLO CELULARES,completed,2
WWW.VETUK.CO.UK,completed,2
BAY BEACH LOUNGE RESTA,completed,2
CARONE SANTA LUCIA,completed,8
N076631,completed,1
WWW.JUST-EAT.ES,completed,7
MERCADONA FUENTE SAN LUIS,completed,1
TE33576,completed,1
SUPERMERCADOS DALBEN,completed,2
