merchant_name,nooftransactions
UNITED COLORS OF BENETTON,1
THE ROAD DEVIL SEA,1
STERGIOU_KIFISIA,1
LBSUTTON,1
BET365,1
RESTAURANTE FENICIA 3,1
AliExpress.com,1
WORLD OF GOLF,1
LE PLAN DES MAINS 4,1
COLPATRIA MED PREPAGAD,1
TEXACO LA ALTAG,1
SQUARE ROOT_ROOF,1
FARMACIA E.V. GRANERO,1
0067-CONSUM ELX A.MORA,1
FAMILY PHARMACY,1
MUEBLES REY JEREZ,1
REST. LA FONTANILLA,1
PAYPAL *BOLD BUNNY,1
THE CONVENIENCE SHOP,1
L ESPRESSO VIRGINIA-MIRA,1
AUTOCAMP RUSSIAN RIVER,1
PARKING AVENIDA,1
SKREKIS AE,1
SORVETE DE IOGURTE FRU,1
DL          *933263849,1
CIA DEL TROPICO CAFE Y TE,1
SPAR SANTA MARIA,1
99* POP 26Jul 05h49min,1
LINKEDIN-513*8713256,1
SAVANNA,1
RECAMBIOS DAVID,1
STRADIVARIUS FANABE,1
VIRGIN MONEY,1
FELLINI,1
SIVERS ORG,1
MANSION ONLINE CASINO,1
AB* ABEBOOKS GEE4MC,1
NESPRESSO BOUTIQUE,1
SUPER JESUS PENA,1
LE CREUSET UK LTD,1
Olarin Panimo Oy,1
zara.com,1
ANCAR PARKING ESTACION,1
DL          *370281261,1
TESCO STORES 3594,1
BARGAIN BOOZE,1
DRISTOR KEBAP APACA,1
QUESOS CRISTO DEL PRADO,1
PIZZERIA PINOCHO,1
TAXI N22,1
HYPERMAT CHARLOTTENBER,1
FRENCH REVOLUTION SRL,1
CO-OP GROUP PETROL,1
THE GOODLIFE,1
Air Bank 2102,1
SAINSBURYS - WEMBLEY W,1
SE CORREOS Y TELEGRAFOS S,1
DAVID GAVIRA E HIJOS,1
SNIPES SANTANDER MALIANO,1
PAYPAL *BER.BOTTLE,1
J. MULLIN'S,1
CARREFOUR PATIO,1
SPAR MAGYARORSZAG KFT,1
INCI FOOD CENTR 311023,1
NRS Healthcare,1
PROZIS,1
MariaVeronicaDaSi,1
CECOTEC,1
MERCADONA MERCAT DE FORT,1
"BOOTS,0926",1
MEGAIMAGE 0220 PTA GEMENI,1
AZOE,1
FARMAKEIO ELENHS MOR,1
GOURMET CHINO KING LUNG C,1
NBS EAST HAM,1
ATLANTIS THE PALM DUBA,1
PIZZA EXPRESS,1
TVR EMV CATALUNYA,1
MESHICO REST   CAFE FZ,1
EL PEIX BURLETA SL,1
GOOGLE*YOUTUBEPREMIUM,1
"ALENSA, S.R.O.",1
AL-HUMZA STORE -311001,1
BRITCROWN PHARMACY,1
TRATTORIA PORTOBELLO SOTO,1
TESCO STORES 2518,1
KICKSTARTER COM,1
REBUKE LOUNGE,1
C CENTRAL RESORT,1
Media Markt TV-HiFi-Elekt,1
TESCO STORES 5911,1
SumUp  *The Hatter Irish,1
MANOUCHE BISTRO,1
PAYPAL *ZHUTINGMAOY EBA,1
PUERTO SANTA MARIA,1
DING   *60723358,1
LA FONDA PAISA,1
KATILU,1
Vue Cinema,1
TAKUMI CULINARIA JAPON,1
IKEA Brno,1
RECARGAPAY PAGSEGURO I,1
TIME OUT CAFE,1
ALTERMIX,1
SAINSBURYS- WARREN HEA,1
CAPITAL.COM,1
GINO'S LA MAQUINISTA,1
COINBASE 9AL3PY64U,1
ESTACION DE SERVICIO LA T,1
"MARINA NIKI PUERTO, S.L",1
10012011,1
0168-CONSUM S.VICENT,1
TESCO STORE 3513,1
SUMUP*Flor de Lar,1
E3017 BENALMADENA - MIRAM,1
WOMEN SECRET,1
Air Bank 2264,1
Genin Floreasca,1
Gap Outlet Romford,1
BREZELKONIG AG,1
BON AREA,1
WESTERN DIGITAL (UK),1
"TALHO DOM FUAS, UNIP",1
BP ASHDENE S/STN -LON BND,1
Parents Paradise Limit,1
PAYPAL *DBRAND DBRAND O,1
99* POP 15Set 09h58min,1
Davidsonmr,1
99* POP 11Jul 20h43min,1
PANIFICADORA ROCHA,1
DRIM LA MAQUINISTA,1
CAN VICENC SA,1
BAR CAN TON,1
LA PLAGE CASANIS MARBELLA,1
ACAPELLA MUSIC STORE,1
HOSTAL CAN RAFALET,1
PASTISSERIA LLADO S L,1
PARFOIS PUERTA DEL SOL,1
VISTAMER A DOMICILIO,1
GOOGLE*GOOGLE STORE,1
Glovo GLOVO MLC3SEHR,1
SMF*RYANAIR AIR TKT,1
GANASSA,1
TESCO STORES 6998,1
PAYPAL *FYSIOSUPPLI,1
VAIL COMERCIO DE ALIME,1
PIZZERIE SUZIES,1
99* POP 18Ago 00h33min,1
GAINSBOROUGH HOTEL BAT,1
AMZN Mktp DE,1
FARMACIA BALMES,1
RAMSONS SELECT 94 MAIN,1
FANNY'S KEBABS,1
MERCPAGO    *CRISTIAN,1
IZ *THE ARTISAN BAKEHO,1
VELKOPREVORSKY MLYN,1
COSTCO PF,1
SANNGRUND A/S,1
PADARIA DO XIRU,1
EL JARDIN,1
APPLE.COM/ES,1
PAYPAL *COLVIN,1
SPA   COCA SL,1
KqTsOBOlOs,1
www.chemist-4-u.co,1
CD ZDAR N.SAZ.,1
STEAMGAMES.COM,1
FORN DE PA JOSEP NOVELLAS,1
E.S. RIO CASTOR I,1
WWW.ICELAND.CO.UK,1
Revolut**0240*,1
ORLEN DOFO 01,1
DIRITTI CONSOLARI,1
SPRINGFIELD,1
OFOTE'RT OPTIKA 103.,1
HABIBS,1
PARASIA ELLINIKI KOUZI,1
CARNISSERIA NURIA,1
99* POP 09Set 23h25min,1
REVO*LuciaGerocova,1
MIX MARKT BARCELONA,1
JessicaMacedoDe,1
COMPANIES HOUSE,1
ZURBARAN ATHENS,1
AERTAX NUM 26,1
REMA JESSHEIM,1
MarcosAntonioDeOl,1
CRV*C-TYCB48 FROM CURVE -,1
GRAN PALLADIUM PALACE IBI,1
ROSELIA ELIAS,1
BARBACOA,1
PAYPAL *EUROAPOTHEK,1
BANKIA      301,1
HIPERPRECIO MULTIHOGAR,1
COOP-5447 ZH ENGE APERTO,1
STONEMARKET,1
SIX PARK,1
PAYPAL *KOKETTA,1
POUNDLAND,1
EL OUAHABI BUTCHERS LI,1
PANIFICADORA,1
CENTRAL ENGLAND COOP L,1
DISHOOM CARNABY,1
SumUp  *Miele Company Lim,1
LA CAIXA    301,1
MORITZ STORE,1
SUPER MAIS,1
SARAH DE KALLI,1
LIGHT HOUSE,1
TOLEDO GOURMET JM 2011 SL,1
Google Hide app,1
WEST LONDON AUTO CENTRE,1
CPR Finland Oy Classic,1
RESTAURANTE TEQUILA S,1
Revolut**7990*,1
SWEETMESSAGE,1
TIRATE AL MATU,1
BEYOUNG*BEYOUNG,1
AMERICAN EXPRESS,1
GOOGLE  Domains,1
JOSE TORRES PLANELLS,1
SANTOS OCHOA SA,1
"KONVERTER,P.PINNA 21",1
PARKO ATH EPE,1
LEARN UI DESIGN,1
ME REFEICOES,1
COSTELAO MANOEL JULIAO,1
LA CANASTA CAMINO DEL PIN,1
MR ROBINSON,1
GARGANTUA REFILL C3,1
VIPRIRA SL,1
LYNNE'S SHOP,1
TAXI IBIZA,1
PASSAPORTI E CARTE ID.,1
MACXIPA CALVET,1
Facebook ZAZEUQN552,1
MERCADOPAGO*REGALARTE,1
CARREFOUR ALICAN,1
CIRCO BERLIN,1
BLACK RIVER CAVIAR,1
PADDLE.NET* BJANGO,1
E.S.CALETA FUSTE,1
VENETIS AE,1
WWW.DECATHLON.PT,1
SELFRIDGES.COM,1
PAYPAL *NUTSINBULK,1
CHUMMY S,1
PICPAY *ZF1 EDNEISILV,1
WWW.HAVERING.GOV.UK,1
TIMRECARGA  *279998216,1
TUDOR CHIPPY,1
KIWOKO TORREVIEJA,1
ZARA VALENCIA COLON,1
MERCADOPAGO*PAGOFACILGCS,1
DI PAULO,1
HAMBURGUESERIA LUNA,1
MARLOSONLINE.ES,1
EL CORTE INGLES MARBELLA,1
AMZ*GR Fruit Store UK,1
Steinecke's Heidebrot,1
BCA CARIGE MILA,1
FABRIQUE,1
CIRQUE DU SOLEIL,1
WWW.LBHF.GOV.UK,1
ESHOPWORLD/VIC SECRET,1
DORNAJO C.B.,1
ESSEX FOOD   WINES,1
LA SERNA TRIVINO,1
ALL DAY MNI MART 4,1
PASTEIS TADASHI,1
Pay.nl *Midsummer,1
SURF9PIES,1
PHENOMENAL SERVICES LTD,1
MAROTA SRL,1
ICELAND,1
CENTRO SANITARIO VETERI,1
CI:VULJA,1
RESTAURANTE ORO Y LUZ,1
PORTENOS CARNES SELECTAS,1
PAYPAL *SKYPE.COM,1
DVLAPERSONALISEDRE,1
TDA D CAFE JUAN VALDE0,1
SHITAL  AMIN,1
00496514,1
EC *MERCADOLIVRE,1
CHARILAOS STAVRAKIS LTD,1
AREA DELS PRADALS,1
SUPERMERCADO SUPER CAS,1
TABERNA EL ANTICUARIO,1
0535-SUP.OPENCOR PUERTO M,1
ROSTISSERIA URGELL BCN,1
99* POP 12Set 06h11min,1
21032340,1
SUNBORN RECEPTION,1
BOLLO CAKERY,1
MONTROSE CHOCOLATE,1
EBUYER (UK) LTD,1
SNOWDIVISION,1
QQ BIKES MUELLE,1
RECARGA TIM *319918027,1
MARLO,1
MIRCEA BIKE SRL,1
COFFE BERRY,1
AdrianaGuimaraes,1
N371531,1
CP,1
SumUp  *Asia Tiger,1
MAYKA SNEAKERS ZENIA,1
LESSENZA,1
MIP*3IRELAND TOP UP,1
Revolut**5325*,1
POUNDSTRETCHER 156,1
JEAN PAUL S BISTRO,1
PESCADERIA LA PERLA,1
THELADDERS.COM,1
CAJA RURAL PROV,1
PAYPAL *EPICINTERNA,1
LE MUSE,1
99* POP 29Set 02h27min,1
FOREVER LIVING PRD UK,1
1PASSWORD,1
KASABOV 1 LTD,1
PAYPAL *CHRISTOPHKO,1
CHAIR COVERS AND CURTA,1
TE45216,1
MARVEA MANRESA,1
INTERSPORT BIOGRAD,1
JEBEL ALI RECREATION CL,1
N365131,1
MULTIGEST FUTURO SL,1
PAI ISO,1
CROWN WOOD LONDIS,1
SALTIMBOCCA,1
SUBWAY ISO OMENA METRO,1
MERCPAGO,1
Facebook VYM7SQW452,1
LEMON,1
CLAIRENS 8148,1
CASPE ALIMENTACIO SL,1
DL          *083921259,1
TRATTORIA TOSCANA ETTE,1
WWW.MCDELIVERY.COM,1
000000301,1
MARKS   SPENCER,1
HELLOFRESH*204197469,1
MAGALU *MAGAZINELUIZA,1
PIZZERIA LA COBIJA,1
THINK FORD BRACKNELL,1
giffgaff,1
REST PIZZERIA KEBAB TARAD,1
PAYPAL *POPA,1
COOP MEGA ARNES 262810,1
LA BODEGUITA 1999,1
SO MEAT ME IKE,1
PAYPAL *KLUGESOEREN,1
CLOSCA DESIGN,1
MC DONALDS FUERTEVENTU,1
MARINA NIKI,1
VILA BRASIL,1
LIDL REQUENA,1
CINES RIVOLI,1
MASSA PURA,1
LA CUMBRE,1
REST COVA DA VELHA,1
PAYPAL *MPL,1
MCDONALDS MALAGA UNIVERSI,1
COSTA MIJAS H.,1
NOVASCHOOL BENALMADENA,1
1PASSWORD* TRIAL OVER,1
SHELL GRUYERE,1
99* TOP 10Jun 15h23min,1
Augustiner Keller,1
Lidl Vertriebs GmbH   Co.,1
ALDI EMPURIES,1
POSTO RETAO,1
LA BOCANA,1
BECK SIDE BAR AND RESTAUR,1
GoFndMe* Air lifted MX to,1
ASADOR SAN TELMO,1
Salonen Ravintolat Oy,1
TASMANGO DESSERT,1
TROCAFON    *TROCAFONE,1
T HUNTER   SON,1
SUPERMERCADO ATENDE MA,1
99* POP 22Jul 19h21min,1
CHURRERIA ALCALA,1
COFFEE CORNER,1
MAD GUEDES GANDOLFI,1
NESPRESSO BOUTIQUE MALAGA,1
ASADOR ALCALA,1
GIBRALTAR LW 2,1
SAVERS HEALTH   BEAUTY,1
VivianeDaSilvaAlv,1
FBFUNDRAISER,1
"MAXIMA X T240,PAE 78",1
ROGUE KITCHEN,1
MAGYAR DUTY-FREE KFT.,1
99* POP 18Jul 14h37min,1
LINKEDIN-605*0715614,1
Avis Budget,1
BAR IMBARCHI A MALPENSA,1
SBERBANK 7011 P,1
Revolut**1222*,1
VIANDAS MALLORCA,1
BANKIA      338,1
MERCPAGO    *MANOSKAT,1
LINKEDIN-606*9969664,1
582 FULHAM ROADSainsbu,1
WWW         *CP,1
DING   *57876442,1
SCIANTUSI RESTAURANT,1
ARABIA TAXI,1
SERGIO CARINELLI,1
PAYPAL *GROUPONINTE,1
KFC GROVE FARM,1
INSTANT GAMING,1
PAGAR M     *JamesDeli,1
Restaurant My Tam,1
INTERSPORT,1
VEDUTA CLINIC,1
LINKEDIN-607*6744114,1
BOLT.EU /O/2011191018,1
LINKEDIN-609*8129804,1
000000139,1
SANTO COLOMBA RESTAURA,1
99* POP 29Jul 02h59min,1
BOMBAY TANDOORI,1
ANANTARA HOTEL PALM JU,1
Spotify UK,1
AVIN MAKRAION AE,1
CLO*JACKSON VARIEDADES,1
TST* SUPER AREPA,1
NOTARIA D PEDRO ANTONIO C,1
OLE MOLE SIERRA NEVADA,1
ALDI STORES,1
ZWEIRAD-CENTER STADLER,1
LIDL MALTA-SAN GWANN,1
EXPLOTACIONES IMPALA,1
BALEARFOOD 2019,1
SALAO IMPERIAL,1
COS NO0630,1
POSTBANK,1
CENTRUM POTRAVIN,1
TIM*45999888151,1
FORN LA MALLORQUINA,1
KOOXDA.ES,1
Fossil Rome Via Del Corso,1
99* POP 27Jul 02h53min,1
CORNISH DELIGHTS,1
HARWOOD ARMS,1
PedroCarlosCelest,1
21030476,1
PAYPAL *ALEMORAL,1
MONETIZZE   *85760,1
IZ *ALI   KHAN FRUIT,1
SA BOTIGA DE BROS,1
99* POP 05Set 19h59min,1
SumUp  *ECS Clasics,1
AFOI POULIOU IKE,1
ROTUNDA HOLDINGS LTD,1
UDEMY: ONLINE COURSES,1
RIVER VALLEY PHARMACY,1
NKM ENERGIA ZRT,1
PAYPAL *LOPEZTRIGOR,1
MEGAIMAGE 0365 KOGALNI1SG,1
WWW.PIZZAHUT.CO.UK,1
MUELLE  1-PARKING,1
Revolut**4166*,1
SAMSONITE GMBH BERLIN,1
MVG AUTOMATEN,1
Levi Strauss de Espana SA,1
MERCADONA AVDA SDOR VTE M,1
NARODNI MUZEUM PRAHA,1
MULTIPLAN ADMINISTRAD,1
D'IGNOTI DOMENICO,1
360 DEGREES NORTH,1
NowTV ROI 19734,1
TCR - GOODGE ST,1
COINBASE LPQX,1
Spotify P124A88D37,1
TASTE OF MYKONOS,1
REFACTORIN* STEVE SCHO,1
PAYPAL *FRANCESCMON,1
MAWANA,1
iZ *Pamban,1
SHOPTIME COM,1
AMISTAD TOKIO SL,1
DECATHLON GUADALMAR,1
TENTACIONES,1
LE PILATUS,1
STRAIGHT SIX LIMITED,1
iZ *ROLY S FUDGE PANTR,1
Juno   *ADAPTE SOLU��,1
PAYPAL *APPLE.COM/BILL,1
MyHeritage,1
BAHNHOFKIOSK PERRONUNTERF,1
EDEKA Fil. 5451,1
WEST PHARMACY,1
CEMITERIO RECANTO DA P,1
RISTORANTE PUMMAROLA,1
SPAR,1
COINBASE 4SV5,1
PORTO MATTO DI BASI MICH,1
PAYPAL *ESTEXO GMBH EBA,1
Billa Tilleho nam. 793,1
AMZ*Juvo +,1
GIBRALTAR VETERINARY C,1
SAINSBURYS MAIN STORES,1
Facebook RNDY9TEGU2,1
TUTTO HOGARISIMO,1
MERCPAGO*SHELLBOX,1
RCS AND RDS SA,1
MANOUCHE,1
Action 1281,1
UberBR UBER * PENDING,1
IBERASIA,1
BAR VENECIA,1
ST JAMES HOSPITAL SL,1
ENTELA XUXI,1
GAZTELU OSTATUA,1
IUGU*WEBINARCENTE,1
THE LAB COFFEE ROASTERS,1
HAM   SNACKS LIMITE,1
BAR ESPANA,1
Triboo,1
PAYPAL *EBAY SALE EBAY,1
PAYPAL *SVEL ADP EBAY S,1
PANINI MINIM,1
LucioGabriel,1
BODEGAS Y VINOS DEL MOLAR,1
CHORIATIKO,1
DIST MAR VERMELHO,1
AXESOR CONOCER PARA DECID,1
DL          *778333513,1
JRA B TRANSPORTES,1
ANTONIO SANCHEZ QUI#ONES,1
MM PE'CS,1
TWENTYSIX,1
4036 E.S. EL VENDRELL 2.,1
I FLEET,1
BLUME 3000 ZUG GMBH,1
Packlink Shipping,1
TUDOIPHONE,1
COSTA T2 SKYCOURT TRAN,1
PAGO AGENCIA TRIBUTARIA,1
DING   *63008212,1
PAYPAL *TIENDANIMAL,1
MARMELADE,1
TETA DROGERIE 418,1
MEGAIMAGE 0386 EROII1-3SG,1
WWW.COSTCO.CO.UK,1
CALZEDONIA CC ZENIA,1
99* POP 31Jul 01h27min,1
HIREPOOL EQUIPMENT HIR,1
ZOCA TAVERN,1
MARKS SPENCER PLC SF,1
AYRES CAFE,1
EPI-CENTRUM LASER CLINIC,1
SZT ISTVA'N TE'RI GYO',1
EL CORTE INGLES NUEVO CEN,1
HALLMARK INTERIORS (TH,1
COINBASE ML85,1
PAYPAL *MOSS FAIRY,1
C&A MODAS FUERTEVENTURA,1
CESTA DE COMPLETO,1
501623,1
ACUS COMPLEMENTOS,1
CHURRERIA DAME CHOCOLATE,1
LINKEDIN-605*7374004,1
PALAIS DE TOKYO,1
Revolut**9006*,1
PAYPAL *PADDLE.COM,1
RESTAURANT MONEL,1
WILLI BEACH,1
FARMACIA LAS PALMERAS,1
Blockchain.com,1
HAVAIANAS MORRO DA URC,1
PET PRODUCT - RON,1
HELADERIA SOLO QUI,1
SHELL Old Church Road,1
Turbi Compartilhamento,1
PAYPAL *TECOMOAVERS,1
RAMSONS 94 MAIN STREET,1
JUMBO ONLINE,1
CEPSA 17155-1 L,1
PREMIER RESTAURANTS ROMAN,1
PAYPAL *ONEPLUS,1
CD BRNO HL.N.,1
US DOS VISA FEE,1
ESSO DIAMESIL,1
PANADERIA SAN ANTONIO,1
HTTPS://COOKIDOO.ES,1
JORDI'S NAUTIC,1
LA MAR DE BIEN,1
ES SHELL LA MORALEJA,1
NATIONAL PARK RESERVAT,1
BOURNE BRIDGE SVS STN,1
ES EL MASNOU,1
DROGUERIA PAYSANDU,1
DOMINO'S,1
PO LEWISHAM 235,1
MAGNETICS WORKS,1
Facebook RLK3VQW552,1
HOTEL CALA CHICA,1
BRASERIA 222,1
VISTAMARE PIZZERIA,1
MALAGA NOSTRUM,1
PAYPAL *REAL.DE,1
COOP-1864 GE R.DE,1
MAGALU PAGAM*MAGAZINEL,1
Facebook 4Z2VKR2552,1
Facebook K8WLBTSGU2,1
Facebook QTK5BRN552,1
FASHION BAZAAR LARNACA,1
DING   *62124096,1
FRATI,1
RENFE VIRTUAL INTERNET,1
MGP*VINTED,1
ART AND HOBBY AE,1
Google Payment IE LTD Goo,1
GUISSONA VIC,1
CLUB NAUTIC SAU,1
MERCADONA SANT JAUME,1
HARD ROCK CAFE MALAGA,1
99* POP 12Jul 10h16min,1
S N P,1
GAS STATIONS EKO,1
Vueling Air A9IGMV,1
MERCADONA CC AREASUR,1
W HOTEL PALM JUMEIRAH,1
DB Fernverkehr AG,1
CHRONAS P CO OE,1
ZAPALLITO SL,1
CASA TRADICAO,1
D0454002,1
TEDI Fil  8016,1
NAISE DE JESUS SANTOS,1
ATM-0045,1
CARNISSERIA I PA VILARO,1
MEDPREV*MEDPREV,1
RESTAURANTE LAS GONDOL,1
MENY JESSHEIM,1
ALLPLANTS LTD,1
Resy,1
TE30096,1
PUERTO DEPORTIVO TORREVIE,1
MERCPAGO    *PAMONHAR,1
Nirala,1
TESCO PFS 2177,1
AZZOPARDI SUPERMARKET,1
10000294,1
DEAN CHAPTER OF WESTMI,1
LAZAROS HADJ.   SONS,1
MERCADONA PLAYA DE LA ATU,1
LEONIDAS,1
BAR CA SA YEYA,1
TESCO MUSZYNA K.POK,1
VITORSANTOSRIBEIR,1
BRITISH AIRWAYS TOURVE,1
PAYPAL *WELCH52553,1
ESTACIONAQUI,1
BAR BENS,1
SP * OMAZE,1
AXMINSTER TOOL CENTRE,1
PAYPAL *PACKLINKSHI,1
iZ *BIRDMAN GROUP LIMI,1
GOOGLE *YouTubePremium,1
EST. SERVICIO 4 CARRETE,1
IPSERV,1
EL CUARTEL DEL MAR SL.,1
MAMA FRANCA COSTASOL,1
BP ASHDENE S/STN,1
PERFUMERIAS PRIMOR,1
CRV*C-TYCB48 from Curve,1
AUTOGRILL 7157,1
TELE BOCATA S.L,1
JhonyHerculesLeit,1
BUTCHIES,1
SILICONDUST EU SHOP,1
TE32576,1
ESTEVE MUNMANY,1
PAYPAL *DHLEXPRESSS,1
E.S. ALELLA,1
FIVE GUYS COVENT GARDE,1
OYSHO,1
ZARA HELLAS,1
BOLT.EU /O/2011191113,1
SQUARE BOUTIQUE,1
99* POP 09Ago 03h02min,1
MINISO,1
IZ *ARBRE FOOD HOLDING,1
Central Florist,1
AIRBNB INC,1
DIMOS LIVADION,1
ADIDASWWW.ADIDAS.CO.UK,1
MERCA CHINA MIJAS,1
WH SMITH,1
99* POP 10Ago 02h35min,1
MERCADONA FUENTE SAN LUIS,1
CARREFOUR MARTOR,1
SERVI ZOO,1
99* POP 04Ago 01h59min,1
99* POP 30Jul 00h21min,1
GOTTEBITEN MORA,1
STARNET,1
99* POP 04Out 14h35min,1
UMAMI RESTAURANT,1
VENTA EL FLORIN,1
IPC,1
LINKEDIN-608*7266544,1
BRICOLLAR SL,1
CHUMMIES PET   GARDEN,1
EMMA,1
NISA LOCAL 01,1
PAYPAL *RESUME IO,1
4N GASZTRONOMIA KFT.,1
"SODIBATALHA, LDA",1
WELLOW STORES,1
The Skyroom,1
LOS LOCOS,1
PAYPAL *KICKRESUME,1
IB.COM EUR SM PAGO SEGUR,1
SHELL TANKSTELLE,1
CAFETERIA ATREZZO,1
N.S. PISSARIDES LTD,1
FORN NOU,1
TERRANOVA BRNO,1
THE CLARKS SHOP,1
VILLAGE HOTEL LO. WATFORD,1
LA CAIXA    512,1
PRIMARK PARQUE MIRAMAR,1
ELBA RESTAURANT,1
FCIA. AEROPUERTO MALAGA,1
GRAHAM LEE CARPETS,1
AKI SUSHI,1
MERCADONA VERACRUZ,1
DYSON LIMITED,1
KASHMIRI CURRY HOUSE,1
00494976,1
FARMACIA MUNNE,1
VESELA CAJOVNA,1
SUPERMERCADO RAFALET,1
AMZ*TAPP Water S.L.,1
LA BODEGUIYA LTD,1
ADEGA CARVALHO,1
A1223903,1
SHOPPING PARK,1
CrisBomfim,1
QUIAT BAR,1
Facebook 9TX6HTSGU2,1
TLC SOUTHERN LTD,1
THE SQUARE BALL,1
PANEPIZZA,1
ONLY FANS,1
TODDINGTON S/B,1
WWW.BODEBOCA.COM,1
PAYPALEUROP,1
LIDL TORREMOLINOS SALTILL,1
FIVE GUYS CHISWI,1
VFI*Albertin Klassikko,1
GilsoFernandesDaS,1
RALLY,1
COSTA 68,1
Facebook SXZUES6552,1
SSP DFA RESTAURANTES B,1
00495254,1
COINBASE 8RPUNXTE6,1
ALICE PIZZA,1
HEATHROW T5,1
ALCAMPO PALMA,1
MADERAS MEDINA Y NAVARRO,1
99* POP 03Set 10h47min,1
Manuka Kitchen,1
BEET-VEGETARIANO,1
COSTA @ TESCO,1
CALPE PHARMACY,1
THOMPSONS,1
SANTANDER PL,1
HOME BARGAINS WESTER H,1
20859857,1
MERCPAGO    *COMERCIO,1
LINKEDIN,1
BARNACAMPERS,1
DING   *63008083,1
Revolut**4924*,1
KWIACIARNIA DALIA,1
YUTAKA TEPPANYAKI,1
99* POP 25Jul 02h55min,1
Lieferando.de,1
MONSIEUR VUONG GASTRON,1
SAUNIA CAMPUS SQUARE,1
WINE ART AE,1
ISSARI FOTINI,1
CARTAO DE TO*120070324,1
COINBASE QR43NGGQZ,1
Facebook EFKGWSEGU2,1
JOSE RODRIGUEZ ROMERAL,1
PHO CO,1
E0508 BENALMADENA - AV.AR,1
99* POP 09Set 06h46min,1
E.S. ALCAMPO TOLEDO,1
OCAMPO COCINA AGENTIN,1
ARIF,1
MICHALIS LOUKA VET CLINIC,1
ONECARE GR,1
